TaxonID	dc:source	ScientificName	HigherTaxonID	TaxonRanky	TaxonomicStatus	ScientificNameAuthorship
leptogastrinae:tid:2204	http://leptogastrinae.lifedesks.org/pages/2204	Euscelidia stigmaticalis	leptogastrinae:tid:2203		synonym	(Loew, 1852)
leptogastrinae:tid:2205	http://leptogastrinae.lifedesks.org/pages/2205	Euscelidia oldroydi	leptogastrinae:tid:2203		synonym	Lindner, 1955
leptogastrinae:tid:2206	http://leptogastrinae.lifedesks.org/pages/2206	Euscelidia proculus melanostoma	leptogastrinae:tid:2203		unavailable name	
leptogastrinae:tid:2203	http://leptogastrinae.lifedesks.org/pages/2203	Euscelidia procula	leptogastrinae:tid:2102	species		(Walker, 1849)
leptogastrinae:tid:2208	http://leptogastrinae.lifedesks.org/pages/2208	Euscelidia rapacoides	leptogastrinae:tid:2102	species		Oldroyd, 1972
leptogastrinae:tid:2209	http://leptogastrinae.lifedesks.org/pages/2209	Euscelidia rapax	leptogastrinae:tid:2102	species		Westwood, 1850
leptogastrinae:tid:2201	http://leptogastrinae.lifedesks.org/pages/2201	Euscelidia pubiceps	leptogastrinae:tid:2200		synonym	(Loew, 1871)
leptogastrinae:tid:2200	http://leptogastrinae.lifedesks.org/pages/2200	Euscelidia pallasii	leptogastrinae:tid:2102	species		(Wiedemann, 1818)
leptogastrinae:tid:2199	http://leptogastrinae.lifedesks.org/pages/2199	Euscelidia ochricornis	leptogastrinae:tid:2102	species		(Loew, 1858)
leptogastrinae:tid:2197	http://leptogastrinae.lifedesks.org/pages/2197	Euscelidia nenemusha	leptogastrinae:tid:2102	species		(Speiser, 1910)
leptogastrinae:tid:2198	http://leptogastrinae.lifedesks.org/pages/2198	Euscelidia nitida	leptogastrinae:tid:2102	species		(Wiedemann, 1828)
leptogastrinae:tid:2210	http://leptogastrinae.lifedesks.org/pages/2210	Euscelidia trifoliata	leptogastrinae:tid:2102	species		Janssens, 1953
leptogastrinae:tid:2211	http://leptogastrinae.lifedesks.org/pages/2211	Euscelidia valida	leptogastrinae:tid:2102	species		(Loew, 1858)
leptogastrinae:tid:2216	http://leptogastrinae.lifedesks.org/pages/2216	Euscelidia adusta	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2217	http://leptogastrinae.lifedesks.org/pages/2217	Euscelidia atrata	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2218	http://leptogastrinae.lifedesks.org/pages/2218	Euscelidia bechuana	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2215	http://leptogastrinae.lifedesks.org/pages/2215	Euscelidia acuminata	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2214	http://leptogastrinae.lifedesks.org/pages/2214	Euscelidia abbreviata	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2240	http://leptogastrinae.lifedesks.org/pages/2240	Euscelidia notialis	leptogastrinae:tid:2212		synonym	Dikow, 2003
leptogastrinae:tid:2212	http://leptogastrinae.lifedesks.org/pages/2212	Euscelidia zumpti	leptogastrinae:tid:2102	species		Janssens, 1957
leptogastrinae:tid:2213	http://leptogastrinae.lifedesks.org/pages/2213	Euscelidia schoutedeni	leptogastrinae:tid:2102	species		Janssens, 1954
leptogastrinae:tid:2196	http://leptogastrinae.lifedesks.org/pages/2196	Euscelidia moyoensis	leptogastrinae:tid:2102	species		Oldroyd, 1970
leptogastrinae:tid:2195	http://leptogastrinae.lifedesks.org/pages/2195	Euscelidia marion	leptogastrinae:tid:2102	species		(Walker, 1849)
leptogastrinae:tid:2179	http://leptogastrinae.lifedesks.org/pages/2179	Euscelidia bicolor	leptogastrinae:tid:2102	species		Janssens, 1954
leptogastrinae:tid:2180	http://leptogastrinae.lifedesks.org/pages/2180	Euscelidia bishariensis	leptogastrinae:tid:2102	species		Efflatoun, 1937
leptogastrinae:tid:2922	http://leptogastrinae.lifedesks.org/pages/2922	Euscelidia globopyga	leptogastrinae:tid:2181		synonym	(Hull, 1967)
leptogastrinae:tid:2181	http://leptogastrinae.lifedesks.org/pages/2181	Euscelidia brunnea	leptogastrinae:tid:2102	species		(Loew, 1858)
leptogastrinae:tid:2178	http://leptogastrinae.lifedesks.org/pages/2178	Euscelidia bequaerti	leptogastrinae:tid:2102	species		Janssens, 1957
leptogastrinae:tid:2247	http://leptogastrinae.lifedesks.org/pages/2247	Euscelidia prolata	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2176	http://leptogastrinae.lifedesks.org/pages/2176	Euscelidia anthrax	leptogastrinae:tid:2102	species		Janssens, 1957
leptogastrinae:tid:2182	http://leptogastrinae.lifedesks.org/pages/2182	Euscelidia castanea	leptogastrinae:tid:2102	species		Janssens, 1954
leptogastrinae:tid:2184	http://leptogastrinae.lifedesks.org/pages/2184	Euscelidia pilipes	leptogastrinae:tid:2183		synonym	(Curran, 1927)
leptogastrinae:tid:2183	http://leptogastrinae.lifedesks.org/pages/2183	Euscelidia datis	leptogastrinae:tid:2102	species		(Walker, 1849)
leptogastrinae:tid:2193	http://leptogastrinae.lifedesks.org/pages/2193	Euscelidia gutianensis	leptogastrinae:tid:2102	species		Shi, 1995
leptogastrinae:tid:2194	http://leptogastrinae.lifedesks.org/pages/2194	Euscelidia lucida	leptogastrinae:tid:2102	species		Oldroyd, 1939
leptogastrinae:tid:2191	http://leptogastrinae.lifedesks.org/pages/2191	Euscelidia longipes	leptogastrinae:tid:2190		synonym	Janssens, 1954
leptogastrinae:tid:2190	http://leptogastrinae.lifedesks.org/pages/2190	Euscelidia francoisi	leptogastrinae:tid:2102	species		(Janssens, 1953)
leptogastrinae:tid:2189	http://leptogastrinae.lifedesks.org/pages/2189	Euscelidia festiva	leptogastrinae:tid:2102	species		Janssens, 1954
leptogastrinae:tid:2186	http://leptogastrinae.lifedesks.org/pages/2186	Euscelidia discors	leptogastrinae:tid:2102	species		Speiser, 1913
leptogastrinae:tid:2188	http://leptogastrinae.lifedesks.org/pages/2188	Euscelidia fastigium	leptogastrinae:tid:2102	species		Martin, 1964
leptogastrinae:tid:2219	http://leptogastrinae.lifedesks.org/pages/2219	Euscelidia cacula	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2177	http://leptogastrinae.lifedesks.org/pages/2177	Euscelidia artaphernes	leptogastrinae:tid:2102	species		(Speiser, 1910)
leptogastrinae:tid:2237	http://leptogastrinae.lifedesks.org/pages/2237	Euscelidia milva	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2236	http://leptogastrinae.lifedesks.org/pages/2236	Euscelidia lucioides	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2235	http://leptogastrinae.lifedesks.org/pages/2235	Euscelidia longibifida	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2238	http://leptogastrinae.lifedesks.org/pages/2238	Euscelidia mucronata	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2239	http://leptogastrinae.lifedesks.org/pages/2239	Euscelidia natalensis	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2224	http://leptogastrinae.lifedesks.org/pages/2224	Euscelidia erichthenii	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2241	http://leptogastrinae.lifedesks.org/pages/2241	Euscelidia obtusa	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2234	http://leptogastrinae.lifedesks.org/pages/2234	Euscelidia livida	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2233	http://leptogastrinae.lifedesks.org/pages/2233	Euscelidia lepida	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2228	http://leptogastrinae.lifedesks.org/pages/2228	Euscelidia hesperia	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2227	http://leptogastrinae.lifedesks.org/pages/2227	Euscelidia glabra	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2229	http://leptogastrinae.lifedesks.org/pages/2229	Euscelidia hyalina	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2230	http://leptogastrinae.lifedesks.org/pages/2230	Euscelidia insolita	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2232	http://leptogastrinae.lifedesks.org/pages/2232	Euscelidia lata	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2231	http://leptogastrinae.lifedesks.org/pages/2231	Euscelidia kasungu	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2226	http://leptogastrinae.lifedesks.org/pages/2226	Euscelidia flava	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2225	http://leptogastrinae.lifedesks.org/pages/2225	Euscelidia fistula	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2246	http://leptogastrinae.lifedesks.org/pages/2246	Euscelidia popa	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2245	http://leptogastrinae.lifedesks.org/pages/2245	Euscelidia pipinna	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2223	http://leptogastrinae.lifedesks.org/pages/2223	Euscelidia crena	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2243	http://leptogastrinae.lifedesks.org/pages/2243	Euscelidia peteraxi	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2244	http://leptogastrinae.lifedesks.org/pages/2244	Euscelidia picta	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2220	http://leptogastrinae.lifedesks.org/pages/2220	Euscelidia cana	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2221	http://leptogastrinae.lifedesks.org/pages/2221	Euscelidia capensis	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2222	http://leptogastrinae.lifedesks.org/pages/2222	Euscelidia cobice	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2174	http://leptogastrinae.lifedesks.org/pages/2174	Systellogaster fascipennis	leptogastrinae:tid:2167			(Schiner, 1866)
leptogastrinae:tid:2296	http://leptogastrinae.lifedesks.org/pages/2296	Lobus pilosellus	leptogastrinae:tid:2284	species		(Hermann, 1917)
leptogastrinae:tid:2295	http://leptogastrinae.lifedesks.org/pages/2295	Lobus petiolus	leptogastrinae:tid:2284	species		(Martin, 1964)
leptogastrinae:tid:2299	http://leptogastrinae.lifedesks.org/pages/2299	Lobus fragilissimus	leptogastrinae:tid:2298		synonym	(Frey, 1936)
leptogastrinae:tid:2318	http://leptogastrinae.lifedesks.org/pages/2318	Leptogaster pallipes	leptogastrinae:tid:2298		synonym	von Roser, 1840
leptogastrinae:tid:2319	http://leptogastrinae.lifedesks.org/pages/2319	Leptogaster gallica	leptogastrinae:tid:2298		synonym	Janssens, 1957
leptogastrinae:tid:2298	http://leptogastrinae.lifedesks.org/pages/2298	Lobus subtilis	leptogastrinae:tid:2284	species		(Loew, 1847)
leptogastrinae:tid:2301	http://leptogastrinae.lifedesks.org/pages/2301	Lobus trimucronatus	leptogastrinae:tid:2284	species		(Hermann, 1917)
leptogastrinae:tid:2294	http://leptogastrinae.lifedesks.org/pages/2294	Lobus palawanensis	leptogastrinae:tid:2284	species		(Oldroyd, 1972)
leptogastrinae:tid:2297	http://leptogastrinae.lifedesks.org/pages/2297	Lobus ruficestus	leptogastrinae:tid:2284	species		(Martin, 1964)
leptogastrinae:tid:2291	http://leptogastrinae.lifedesks.org/pages/2291	Lobus entebbensis	leptogastrinae:tid:2284	species		(Oldroyd, 1939)
leptogastrinae:tid:2287	http://leptogastrinae.lifedesks.org/pages/2287	Lobus concavus	leptogastrinae:tid:2284	species		(Martin, 1964)
leptogastrinae:tid:2286	http://leptogastrinae.lifedesks.org/pages/2286	Lobus aristalis	leptogastrinae:tid:2284	species		(Janssens, 1957)
leptogastrinae:tid:2285	http://leptogastrinae.lifedesks.org/pages/2285	Lobus agrioninus	leptogastrinae:tid:2284	species		(Speiser, 1910)
leptogastrinae:tid:2288	http://leptogastrinae.lifedesks.org/pages/2288	Lobus cracens	leptogastrinae:tid:2284	species		(Martin, 1964)
leptogastrinae:tid:2289	http://leptogastrinae.lifedesks.org/pages/2289	Lobus crassitarsis	leptogastrinae:tid:2284	species		(Frey, 1937)
leptogastrinae:tid:2302	http://leptogastrinae.lifedesks.org/pages/2302	Lobus ungulus	leptogastrinae:tid:2284	species		(Martin, 1964)
leptogastrinae:tid:2290	http://leptogastrinae.lifedesks.org/pages/2290	Lobus ealensis	leptogastrinae:tid:2284	species		(Janssens, 1954)
leptogastrinae:tid:2293	http://leptogastrinae.lifedesks.org/pages/2293	Lobus megafemur	leptogastrinae:tid:2284	species		(Hull, 1967)
leptogastrinae:tid:2292	http://leptogastrinae.lifedesks.org/pages/2292	Lobus galbicestus	leptogastrinae:tid:2284	species		(Martin, 1964)
leptogastrinae:tid:2312	http://leptogastrinae.lifedesks.org/pages/2312	Lobus liberiae	leptogastrinae:tid:2284	species		Martin, 1972
leptogastrinae:tid:2303	http://leptogastrinae.lifedesks.org/pages/2303	Lobus bandipurensis	leptogastrinae:tid:2284	species		Joseph & Parui, 1992
leptogastrinae:tid:2313	http://leptogastrinae.lifedesks.org/pages/2313	Lobus martini	leptogastrinae:tid:2284	species		Joseph & Parui, 1983
leptogastrinae:tid:2314	http://leptogastrinae.lifedesks.org/pages/2314	Lobus pallipes	leptogastrinae:tid:2284	species		(Janssens, 1953)
leptogastrinae:tid:2316	http://leptogastrinae.lifedesks.org/pages/2316	Lobus unilineatus	leptogastrinae:tid:2284	species		Martin, 1972
leptogastrinae:tid:2315	http://leptogastrinae.lifedesks.org/pages/2315	Lobus pandai	leptogastrinae:tid:2284	species		Joseph & Parui, 1999
leptogastrinae:tid:2311	http://leptogastrinae.lifedesks.org/pages/2311	Lobus keralae	leptogastrinae:tid:2284	species		Martin, 1972
leptogastrinae:tid:2310	http://leptogastrinae.lifedesks.org/pages/2310	Lobus kenyae	leptogastrinae:tid:2284	species		Martin, 1972
leptogastrinae:tid:2306	http://leptogastrinae.lifedesks.org/pages/2306	Lobus guineae	leptogastrinae:tid:2284	species		Martin, 1972
leptogastrinae:tid:2305	http://leptogastrinae.lifedesks.org/pages/2305	Lobus evenhuisi	leptogastrinae:tid:2284	species		Joseph & Parui, 1991
leptogastrinae:tid:2304	http://leptogastrinae.lifedesks.org/pages/2304	Lobus bicingulatus	leptogastrinae:tid:2284	species		(Bezzi, 1906)
leptogastrinae:tid:2307	http://leptogastrinae.lifedesks.org/pages/2307	Lobus himalayae	leptogastrinae:tid:2284	species		Martin, 1972
leptogastrinae:tid:2317	http://leptogastrinae.lifedesks.org/pages/2317	Lobus vindex	leptogastrinae:tid:2284	species		(Janssens, 1954)
leptogastrinae:tid:2309	http://leptogastrinae.lifedesks.org/pages/2309	Lobus janssensi	leptogastrinae:tid:2284	species		Martin, 1972
leptogastrinae:tid:2308	http://leptogastrinae.lifedesks.org/pages/2308	Lobus jairami	leptogastrinae:tid:2284	species		Joseph & Parui, 1984
leptogastrinae:tid:2780	http://leptogastrinae.lifedesks.org/pages/2780	Leptogaster salvia	leptogastrinae:tid:2584	species		Martin, 1957
leptogastrinae:tid:2779	http://leptogastrinae.lifedesks.org/pages/2779	Leptogaster salina	leptogastrinae:tid:2584	species		Lehr, 1972
leptogastrinae:tid:2781	http://leptogastrinae.lifedesks.org/pages/2781	Leptogaster schaefferi	leptogastrinae:tid:2584	species		Back, 1909
leptogastrinae:tid:2782	http://leptogastrinae.lifedesks.org/pages/2782	Leptogaster sericea	leptogastrinae:tid:2584	species		Janssens, 1954
leptogastrinae:tid:2783	http://leptogastrinae.lifedesks.org/pages/2783	Leptogaster seyrigi	leptogastrinae:tid:2584	species		Janssens, 1954
leptogastrinae:tid:2778	http://leptogastrinae.lifedesks.org/pages/2778	Leptogaster rufirostris	leptogastrinae:tid:2584	species		Loew, 1858
leptogastrinae:tid:2777	http://leptogastrinae.lifedesks.org/pages/2777	Leptogaster rufescens	leptogastrinae:tid:2584	species		Janssens, 1954
leptogastrinae:tid:2773	http://leptogastrinae.lifedesks.org/pages/2773	Leptogaster recurva	leptogastrinae:tid:2584	species		Martin, 1964
leptogastrinae:tid:2774	http://leptogastrinae.lifedesks.org/pages/2774	Leptogaster roederi	leptogastrinae:tid:2584	species		Williston, 1896
leptogastrinae:tid:2775	http://leptogastrinae.lifedesks.org/pages/2775	Leptogaster rubida	leptogastrinae:tid:2584	species		Wiedemann, 1821
leptogastrinae:tid:2776	http://leptogastrinae.lifedesks.org/pages/2776	Leptogaster rufa	leptogastrinae:tid:2584	species		Janssens, 1953
leptogastrinae:tid:2793	http://leptogastrinae.lifedesks.org/pages/2793	Leptogaster tenuis	leptogastrinae:tid:2584	species		Loew, 1858
leptogastrinae:tid:2784	http://leptogastrinae.lifedesks.org/pages/2784	Leptogaster similis	leptogastrinae:tid:2584	species		Hsia, 1949
leptogastrinae:tid:2790	http://leptogastrinae.lifedesks.org/pages/2790	Leptogaster straminea	leptogastrinae:tid:2584	species		Becker, 1906
leptogastrinae:tid:2791	http://leptogastrinae.lifedesks.org/pages/2791	Leptogaster tarsalis	leptogastrinae:tid:2584	species		Janssens, 1954
leptogastrinae:tid:2772	http://leptogastrinae.lifedesks.org/pages/2772	Leptogaster radialis	leptogastrinae:tid:2584	species		Janssens, 1954
leptogastrinae:tid:2794	http://leptogastrinae.lifedesks.org/pages/2794	Leptogaster testacea	leptogastrinae:tid:2584	species		Loew, 1862
leptogastrinae:tid:2792	http://leptogastrinae.lifedesks.org/pages/2792	Leptogaster tenerrima	leptogastrinae:tid:2584	species		Meijere, 1914
leptogastrinae:tid:2789	http://leptogastrinae.lifedesks.org/pages/2789	Leptogaster stichosoma	leptogastrinae:tid:2584	species		Janssens, 1957
leptogastrinae:tid:2785	http://leptogastrinae.lifedesks.org/pages/2785	Leptogaster sinensis	leptogastrinae:tid:2584	species		Hsia, 1949
leptogastrinae:tid:2786	http://leptogastrinae.lifedesks.org/pages/2786	Leptogaster spadix	leptogastrinae:tid:2584	species		Hsia, 1949
leptogastrinae:tid:2787	http://leptogastrinae.lifedesks.org/pages/2787	Leptogaster spinitarsis	leptogastrinae:tid:2584	species		Bromley, 1951
leptogastrinae:tid:2788	http://leptogastrinae.lifedesks.org/pages/2788	Leptogaster stackelbergi	leptogastrinae:tid:2584	species		Lehr, 1961
leptogastrinae:tid:2795	http://leptogastrinae.lifedesks.org/pages/2795	Leptogaster texana	leptogastrinae:tid:2584	species		Bromley, 1934
leptogastrinae:tid:2749	http://leptogastrinae.lifedesks.org/pages/2749	Leptogaster nubeculosa	leptogastrinae:tid:2584	species		Bigot, 1879
leptogastrinae:tid:2752	http://leptogastrinae.lifedesks.org/pages/2752	Leptogaster ramoni	leptogastrinae:tid:2751		synonym	Jaennicke, 1867
leptogastrinae:tid:2751	http://leptogastrinae.lifedesks.org/pages/2751	Leptogaster obscuripes	leptogastrinae:tid:2584	species		Loew, 1862
leptogastrinae:tid:2750	http://leptogastrinae.lifedesks.org/pages/2750	Leptogaster obscuripennis	leptogastrinae:tid:2584	species		Johnson, 1895
leptogastrinae:tid:2754	http://leptogastrinae.lifedesks.org/pages/2754	Leptogaster occidentalis	leptogastrinae:tid:2584	species		White, 1914
leptogastrinae:tid:2755	http://leptogastrinae.lifedesks.org/pages/2755	Leptogaster odostata	leptogastrinae:tid:2584	species		Oldroyd, 1960
leptogastrinae:tid:2756	http://leptogastrinae.lifedesks.org/pages/2756	Leptogaster palparis	leptogastrinae:tid:2584	species		Loew, 1847
leptogastrinae:tid:2748	http://leptogastrinae.lifedesks.org/pages/2748	Leptogaster nitoris	leptogastrinae:tid:2584	species		Martin, 1957
leptogastrinae:tid:2746	http://leptogastrinae.lifedesks.org/pages/2746	Leptogaster nigra	leptogastrinae:tid:2584	species		Hsia, 1949
leptogastrinae:tid:2743	http://leptogastrinae.lifedesks.org/pages/2743	Leptogaster nartshukae	leptogastrinae:tid:2584	species		Lehr, 1961
leptogastrinae:tid:2744	http://leptogastrinae.lifedesks.org/pages/2744	Leptogaster nerophana	leptogastrinae:tid:2584	species		Oldroyd, 1960
leptogastrinae:tid:2796	http://leptogastrinae.lifedesks.org/pages/2796	Leptogaster tillyardi	leptogastrinae:tid:2584	species		Hardy, 1935
leptogastrinae:tid:2745	http://leptogastrinae.lifedesks.org/pages/2745	Leptogaster niger	leptogastrinae:tid:2584	species		Wiedemann, 1828
leptogastrinae:tid:2757	http://leptogastrinae.lifedesks.org/pages/2757	Leptogaster panda	leptogastrinae:tid:2584	species		Martin, 1957
leptogastrinae:tid:2758	http://leptogastrinae.lifedesks.org/pages/2758	Leptogaster parvoclava	leptogastrinae:tid:2584	species		Martin, 1957
leptogastrinae:tid:2765	http://leptogastrinae.lifedesks.org/pages/2765	Leptogaster prior	leptogastrinae:tid:2584	species		Melander, 1946
leptogastrinae:tid:2766	http://leptogastrinae.lifedesks.org/pages/2766	Leptogaster pubescens	leptogastrinae:tid:2584	species		Curran, 1934
leptogastrinae:tid:2768	http://leptogastrinae.lifedesks.org/pages/2768	Leptogaster pusilla	leptogastrinae:tid:2767		synonym	Jaennicke, 1867
leptogastrinae:tid:2767	http://leptogastrinae.lifedesks.org/pages/2767	Leptogaster pubicornis	leptogastrinae:tid:2584	species		Loew, 1847
leptogastrinae:tid:2770	http://leptogastrinae.lifedesks.org/pages/2770	Leptogaster puella	leptogastrinae:tid:2584	species		Janssens, 1953
leptogastrinae:tid:2764	http://leptogastrinae.lifedesks.org/pages/2764	Leptogaster pilicnemis	leptogastrinae:tid:2584	species		Janssens, 1954
leptogastrinae:tid:2763	http://leptogastrinae.lifedesks.org/pages/2763	Leptogaster pictipennis	leptogastrinae:tid:2584	species		Loew, 1858
leptogastrinae:tid:2759	http://leptogastrinae.lifedesks.org/pages/2759	Leptogaster patula	leptogastrinae:tid:2584	species		Martin, 1957
leptogastrinae:tid:2760	http://leptogastrinae.lifedesks.org/pages/2760	Leptogaster pedania	leptogastrinae:tid:2584	species		Walker, 1849
leptogastrinae:tid:2761	http://leptogastrinae.lifedesks.org/pages/2761	Leptogaster pellucida	leptogastrinae:tid:2584	species		Janssens, 1954
leptogastrinae:tid:2762	http://leptogastrinae.lifedesks.org/pages/2762	Leptogaster penicillata	leptogastrinae:tid:2584	species		Janssens, 1954
leptogastrinae:tid:2771	http://leptogastrinae.lifedesks.org/pages/2771	Leptogaster pumila	leptogastrinae:tid:2584	species		(Macquart, 1834)
leptogastrinae:tid:2840	http://leptogastrinae.lifedesks.org/pages/2840	Leptogaster spinulosa	leptogastrinae:tid:2584	species		Hermann, 1914
leptogastrinae:tid:2836	http://leptogastrinae.lifedesks.org/pages/2836	Leptogaster vittata	leptogastrinae:tid:2584	species		Wiedemann, 1828
leptogastrinae:tid:2835	http://leptogastrinae.lifedesks.org/pages/2835	Leptogaster audouinii	leptogastrinae:tid:2584	species		(Macquart, 1838)
leptogastrinae:tid:2837	http://leptogastrinae.lifedesks.org/pages/2837	Leptogaster gigas	leptogastrinae:tid:2584	species		(Macquart, 1838)
leptogastrinae:tid:2838	http://leptogastrinae.lifedesks.org/pages/2838	Leptogaster insularis	leptogastrinae:tid:2584	species		Janssens, 1954
leptogastrinae:tid:2839	http://leptogastrinae.lifedesks.org/pages/2839	Leptogaster sauteri	leptogastrinae:tid:2584	species		Hermann, 1914
leptogastrinae:tid:2832	http://leptogastrinae.lifedesks.org/pages/2832	Leptogaster conopsoides	leptogastrinae:tid:2584	species		Pallas in Wiedemann, 1818
leptogastrinae:tid:2830	http://leptogastrinae.lifedesks.org/pages/2830	Leptogaster histrio	leptogastrinae:tid:2584	species		Wiedemann, 1828
leptogastrinae:tid:2824	http://leptogastrinae.lifedesks.org/pages/2824	Leptogaster timorensis	leptogastrinae:tid:2584	species		Frey, 1937
leptogastrinae:tid:2825	http://leptogastrinae.lifedesks.org/pages/2825	Leptogaster apicalis	leptogastrinae:tid:2584	species		Janssens, 1954
leptogastrinae:tid:2747	http://leptogastrinae.lifedesks.org/pages/2747	Leptogaster nitida	leptogastrinae:tid:2828		homonym	Macquart, 1826
leptogastrinae:tid:2828	http://leptogastrinae.lifedesks.org/pages/2828	Leptogaster variegata	leptogastrinae:tid:2584	species		Loew, 1847
leptogastrinae:tid:2829	http://leptogastrinae.lifedesks.org/pages/2829	Leptogaster annulipes	leptogastrinae:tid:2584	species		(Doleschall, 1858)
leptogastrinae:tid:2841	http://leptogastrinae.lifedesks.org/pages/2841	Leptogaster trimucronata	leptogastrinae:tid:2584	species		Hermann, 1914
leptogastrinae:tid:2842	http://leptogastrinae.lifedesks.org/pages/2842	Leptogaster pilosella	leptogastrinae:tid:2584	species		Hermann, 1914
leptogastrinae:tid:2742	http://leptogastrinae.lifedesks.org/pages/2742	Leptogaster murina	leptogastrinae:tid:2584	species		Loew, 1862
leptogastrinae:tid:2945	http://leptogastrinae.lifedesks.org/pages/2945	Leptogaster filiventris	leptogastrinae:tid:2584			Hsia, 1949
leptogastrinae:tid:2946	http://leptogastrinae.lifedesks.org/pages/2946	Leptogaster lehri	leptogastrinae:tid:2584			Hradsky and Hüttinger, 1983
leptogastrinae:tid:2849	http://leptogastrinae.lifedesks.org/pages/2849	Leptogaster distinctus	leptogastrinae:tid:2584	species		Schiner, 1866
leptogastrinae:tid:2848	http://leptogastrinae.lifedesks.org/pages/2848	Leptogaster ochraceus	leptogastrinae:tid:2584	species		Schiner, 1866
leptogastrinae:tid:2843	http://leptogastrinae.lifedesks.org/pages/2843	Leptogaster appendiculata	leptogastrinae:tid:2584	species		Hermann, 1914
leptogastrinae:tid:2844	http://leptogastrinae.lifedesks.org/pages/2844	Leptogaster coarctata	leptogastrinae:tid:2584	species		Hermann, 1914
leptogastrinae:tid:2845	http://leptogastrinae.lifedesks.org/pages/2845	Leptogaster suleymani	leptogastrinae:tid:2584	species		Hasbenli, Candan & Alpay, 2006
leptogastrinae:tid:2846	http://leptogastrinae.lifedesks.org/pages/2846	Leptogaster vitripennis	leptogastrinae:tid:2584	species		Schiner, 1866
leptogastrinae:tid:2823	http://leptogastrinae.lifedesks.org/pages/2823	Leptogaster falloti	leptogastrinae:tid:2584	species		Théobald, 1937
leptogastrinae:tid:2822	http://leptogastrinae.lifedesks.org/pages/2822	Leptogaster simplex	leptogastrinae:tid:2584	species		Bigot, 1879
leptogastrinae:tid:2804	http://leptogastrinae.lifedesks.org/pages/2804	Leptogaster unicolor	leptogastrinae:tid:2584	species		(Doleschall, 1858)
leptogastrinae:tid:2805	http://leptogastrinae.lifedesks.org/pages/2805	Leptogaster unihamata	leptogastrinae:tid:2584	species		Hermann, 1917
leptogastrinae:tid:2806	http://leptogastrinae.lifedesks.org/pages/2806	Leptogaster upembana	leptogastrinae:tid:2584	species		Janssens, 1954
leptogastrinae:tid:2807	http://leptogastrinae.lifedesks.org/pages/2807	Leptogaster urundiana	leptogastrinae:tid:2584	species		Janssens, 1953
leptogastrinae:tid:2803	http://leptogastrinae.lifedesks.org/pages/2803	Leptogaster turkmenica	leptogastrinae:tid:2584	species		Paramonov, 1930
leptogastrinae:tid:2802	http://leptogastrinae.lifedesks.org/pages/2802	Leptogaster truncata	leptogastrinae:tid:2584	species		Theodor, 1980
leptogastrinae:tid:2798	http://leptogastrinae.lifedesks.org/pages/2798	Leptogaster tomentosa	leptogastrinae:tid:2584	species		Oldroyd, 1972
leptogastrinae:tid:2799	http://leptogastrinae.lifedesks.org/pages/2799	Leptogaster tomentosa	leptogastrinae:tid:2584	species		Theodor, 1980
